Itens_consumidos,Ocupacao_vetor
1098,99
1099,99
1100,99
1101,99
1102,99
1103,99
1104,99
1105,99
1106,99
1107,99
1108,99
1109,99
1110,99
1111,99
1112,99
1113,99
1114,99
1115,99
1116,99
1117,99
1118,99
1119,99
1120,99
1121,99
1122,99
1123,99
1124,99
1125,99
1126,99
1127,99
1128,99
1129,99
1130,99
1131,99
1132,99
1133,99
1134,99
1135,99
1136,99
1137,99
1138,99
1139,99
1140,99
1141,99
1142,99
1143,99
1144,99
1145,99
1146,99
1147,99
1148,99
1149,99
1150,99
1151,99
1152,99
1153,99
1154,99
1155,99
1156,99
1157,99
1158,99
1159,99
1160,99
1161,99
1162,99
1163,99
1164,99
1165,99
1166,99
1167,99
1168,99
1169,99
1170,99
1171,99
1172,99
1173,99
1174,99
1175,99
1176,99
1177,99
1178,99
1179,99
1180,99
1181,99
1182,99
1183,99
1184,99
1185,99
1186,99
1187,99
1188,99
1189,99
1190,100
1191,99
1192,99
1193,99
1194,99
1195,99
1196,99
1197,99
1198,99
1199,99
1200,99
1201,100
1202,99
1203,99
1204,99
1205,99
1206,99
1207,99
1208,99
1209,99
1210,99
1211,99
1212,100
1213,99
1214,99
1215,100
1216,99
1217,99
1218,99
1219,99
1220,99
1221,99
1222,99
1223,99
1224,99
1225,99
1226,99
1227,99
1228,99
1229,99
1230,99
1231,100
1232,99
1233,99
1234,99
1235,99
1236,99
1237,99
1238,99
1239,99
1240,99
1241,99
1242,100
1243,99
1244,99
1245,99
1246,99
1247,99
1248,99
1249,99
1250,99
1251,99
1252,99
1253,100
1254,99
1255,99
1256,100
1257,99
1258,99
1259,99
1260,99
1261,99
1262,99
1263,99
1264,100
1265,99
1266,99
1267,100
1268,99
1269,99
1270,99
1271,99
1272,100
1273,99
1274,99
1275,99
1276,99
1277,99
1278,99
1279,99
1280,99
1281,99
1282,99
1283,99
1284,99
1285,99
1286,99
1287,99
1288,99
1289,99
1290,99
1291,99
1292,99
1293,99
1294,99
1295,99
1296,99
1297,100
1298,99
1299,99
1300,99
1301,99
1302,99
1303,99
1304,99
1305,99
1306,99
1307,99
1308,99
1309,99
1310,99
1311,99
1312,99
1313,99
1314,99
1315,99
1316,99
1317,100
1318,99
1319,99
1320,99
1321,99
1322,99
1323,99
1324,99
1325,99
1326,99
1327,99
1328,99
1329,99
1330,99
1331,99
1332,99
1333,99
1334,99
1335,99
1336,99
1337,99
1338,99
1339,99
1340,99
1341,99
1342,99
1343,99
1344,99
1345,99
1346,99
1347,99
1348,99
1349,99
1350,100
1351,99
1352,99
1353,99
1354,99
1355,99
1356,99
1357,99
1358,99
1359,99
1360,99
1361,100
1362,99
1363,99
1364,99
1365,99
1366,99
1367,99
1368,99
1369,99
1370,99
1371,99
1372,100
1373,99
1374,99
1375,100
1376,99
1377,99
1378,99
1379,99
1380,99
1381,99
1382,99
1383,99
1384,99
1385,99
1386,99
1387,99
1388,99
1389,99
1390,99
1391,99
1392,99
1393,99
1394,99
1395,99
1396,99
1397,99
1398,99
1399,99
1400,99
1401,99
1402,99
1403,99
1404,99
1405,99
1406,99
1407,99
1408,99
1409,99
1410,99
1411,99
1412,99
1413,99
1414,99
1415,99
1416,99
1417,99
1418,99
1419,99
1420,99
1421,99
1422,100
1423,99
1424,99
1425,99
1426,99
1427,99
1428,99
1429,99
1430,99
1431,99
1432,99
1433,100
1434,99
1435,99
1436,99
1437,99
1438,99
1439,99
1440,99
1441,99
1442,99
1443,99
1444,100
1445,99
1446,99
1447,100
1448,99
1449,99
1450,99
1451,99
1452,99
1453,99
1454,99
1455,99
1456,99
1457,99
1458,99
1459,99
1460,99
1461,99
1462,99
1463,99
1464,100
1465,99
1466,99
1467,99
1468,99
1469,99
1470,99
1471,99
1472,99
1473,99
1474,99
1475,99
1476,99
1477,99
1478,99
1479,99
1480,99
1481,99
1482,99
1483,99
1484,99
1485,99
1486,99
1487,99
1488,99
1489,99
1490,99
1491,99
1492,99
1493,99
1494,99
1495,99
1496,99
1497,99
1498,99
1499,99
1500,99
1501,99
1502,99
1503,99
1504,99
1505,99
1506,99
1507,99
1508,99
1509,99
1510,99
1511,99
1512,99
1513,99
1514,99
1515,99
1516,99
1517,99
1518,99
1519,99
1520,99
1521,99
1522,99
1523,99
1524,99
1525,99
1526,99
1527,99
1528,99
1529,99
1530,99
1531,99
1532,99
1533,99
1534,100
1535,99
1536,99
1537,99
1538,99
1539,99
1540,99
1541,99
1542,99
1543,99
1544,99
1545,99
1546,99
1547,99
1548,99
1549,99
1550,99
1551,99
1552,99
1553,99
1554,99
1555,99
1556,99
1557,99
1558,99
1559,99
1560,99
1561,99
1562,99
1563,99
1564,99
1565,99
1566,100
1567,99
1568,99
1569,99
1570,100
1571,99
1572,99
1573,99
1574,99
1575,99
1576,99
1577,99
1578,99
1579,99
1580,99
1581,99
1582,99
1583,99
1584,99
1585,100
1586,99
1587,99
1588,99
1589,99
1590,99
1591,99
1592,99
1593,99
1594,99
1595,99
1596,99
1597,99
1598,99
1599,99
1600,99
1601,99
1602,99
1603,99
1604,99
1605,99
1606,99
1607,99
1608,99
1609,99
1610,99
1611,99
1612,99
1613,99
1614,99
1615,99
1616,99
1617,99
1618,99
1619,99
1620,99
1621,99
1622,99
1623,99
1624,99
1625,99
1626,99
1627,99
1628,99
1629,99
1630,99
1631,99
1632,99
1633,99
1634,99
1635,99
1636,99
1637,99
1638,99
1639,99
1640,99
1641,99
1642,99
1643,99
1644,99
1645,99
1646,99
1647,99
1648,99
1649,99
1650,99
1651,99
1652,99
1653,99
1654,99
1655,99
1656,99
1657,99
1658,99
1659,99
1660,99
1661,99
1662,99
1663,99
1664,99
1665,99
1666,99
1667,99
1668,99
1669,99
1670,99
1671,99
1672,99
1673,99
1674,99
1675,99
1676,99
1677,99
1678,99
1679,99
1680,99
1681,99
1682,99
1683,99
1684,99
1685,99
1686,99
1687,99
1688,99
1689,99
1690,99
1691,99
1692,99
1693,99
1694,99
1695,99
1696,99
1697,99
1698,99
1699,99
1700,99
1701,99
1702,99
1703,99
1704,99
1705,99
1706,99
1707,99
1708,99
1709,99
1710,99
1711,99
1712,99
1713,99
1714,99
1715,99
1716,99
1717,99
1718,99
1719,99
1720,99
1721,99
1722,99
1723,99
1724,99
1725,99
1726,99
1727,99
1728,99
1729,99
1730,99
1731,99
1732,99
1733,99
1734,99
1735,99
1736,99
1737,99
1738,99
1739,99
1740,99
1741,99
1742,99
1743,99
1744,99
1745,99
1746,99
1747,99
1748,99
1749,99
1750,99
1751,99
1752,99
1753,99
1754,99
1755,99
1756,99
1757,99
1758,99
1759,99
1760,99
1761,99
1762,99
1763,99
1764,99
1765,99
1766,99
1767,99
1768,99
1769,99
1770,99
1771,99
1772,99
1773,99
1774,99
1775,99
1776,99
1777,99
1778,99
1779,99
1780,99
1781,99
1782,99
1783,99
1784,99
1785,99
1786,99
1787,99
1788,99
1789,99
1790,99
1791,99
1792,99
1793,99
1794,99
1795,99
1796,99
1797,99
1798,99
1799,99
1800,99
1801,99
1802,99
1803,99
1804,99
1805,99
1806,99
1807,99
1808,99
1809,99
1810,99
1811,99
1812,99
1813,99
1814,99
1815,99
1816,99
1817,99
1818,99
1819,99
1820,99
1821,99
1822,99
1823,99
1824,99
1825,99
1826,99
1827,99
1828,99
1829,99
1830,100
1831,99
1832,99
1833,99
1834,99
1835,99
1836,99
1837,99
1838,99
1839,99
1840,99
1841,100
1842,99
1843,99
1844,99
1845,99
1846,99
1847,99
1848,99
1849,99
1850,99
1851,99
1852,100
1853,99
1854,99
1855,100
1856,99
1857,99
1858,99
1859,99
1860,99
1861,99
1862,99
1863,99
1864,99
1865,99
1866,99
1867,99
1868,99
1869,100
1870,99
1871,99
1872,99
1873,99
1874,99
1875,99
1876,99
1877,99
1878,99
1879,99
1880,99
1881,99
1882,99
1883,99
1884,99
1885,99
1886,99
1887,99
1888,99
1889,99
1890,99
1891,99
1892,99
1893,99
1894,99
1895,99
1896,99
1897,99
1898,99
1899,99
1900,99
1901,99
1902,99
1903,99
1904,99
1905,99
1906,99
1907,99
1908,99
1909,99
1910,99
1911,99
1912,99
1913,99
1914,99
1915,99
1916,99
1917,99
1918,100
1919,99
1920,99
1921,99
1922,99
1923,99
1924,99
1925,99
1926,99
1927,99
1928,99
1929,99
1930,99
1931,99
1932,99
1933,99
1934,99
1935,99
1936,99
1937,99
1938,99
1939,99
1940,99
1941,99
1942,99
1943,99
1944,99
1945,99
1946,99
1947,99
1948,99
1949,99
1950,99
1951,99
1952,99
1953,99
1954,99
1955,99
1956,99
1957,99
1958,100
1959,99
1960,99
1961,99
1962,99
1963,99
1964,99
1965,99
1966,100
1967,99
1968,99
1969,99
1970,99
1971,99
1972,99
1973,99
1974,99
1975,99
1976,99
1977,100
1978,99
1979,99
1980,99
1981,99
1982,99
1983,99
1984,99
1985,99
1986,99
1987,99
1988,100
1989,99
1990,99
1991,100
1992,99
1993,99
1994,99
1995,99
1996,99
1997,99
1998,99
1999,99
2000,99
2001,100
2002,99
2003,99
2004,100
2005,99
2006,99
2007,99
2008,99
2009,99
2010,99
2011,99
2012,99
2013,99
2014,99
2015,99
2016,99
2017,99
2018,99
2019,99
2020,99
2021,99
2022,99
2023,99
2024,99
2025,99
2026,99
2027,99
2028,99
2029,100
2030,100
2031,99
2032,99
2033,99
2034,99
2035,99
2036,99
2037,99
2038,99
2039,100
2040,100
2041,99
2042,99
2043,99
2044,99
2045,99
2046,99
2047,99
2048,99
2049,100
2050,99
2051,99
2052,100
2053,100
2054,99
2055,99
2056,99
2057,99
2058,99
2059,99
2060,100
2061,100
2062,99
2063,99
2064,99
2065,99
2066,99
2067,99
2068,99
2069,99
2070,99
2071,99
2072,99
2073,99
2074,99
2075,100
2076,99
2077,99
2078,99
2079,99
2080,99
2081,99
2082,99
2083,99
2084,99
2085,99
2086,99
2087,99
2088,99
2089,99
2090,99
2091,99
2092,99
2093,99
2094,99
2095,99
2096,99
2097,99
2098,99
2099,99
2100,99
2101,99
2102,99
2103,99
2104,99
2105,99
2106,99
2107,99
2108,100
2109,99
2110,99
2111,99
2112,99
2113,99
2114,99
2115,99
2116,99
2117,99
2118,99
2119,99
2120,100
2121,99
2122,99
2123,99
2124,99
2125,99
2126,99
2127,100
2128,99
2129,99
2130,99
2131,99
2132,99
2133,100
2134,99
2135,99
2136,99
2137,100
2138,99
2139,99
2140,99
2141,99
2142,99
2143,99
2144,99
2145,100
2146,99
2147,99
2148,100
2149,100
2150,99
2151,99
2152,99
2153,99
2154,99
2155,99
2156,99
2157,99
2158,99
2159,99
2160,99
2161,99
2162,99
2163,99
2164,99
2165,99
2166,99
2167,99
2168,99
2169,99
2170,99
2171,99
2172,99
2173,99
2174,99
2175,99
2176,99
2177,99
2178,99
2179,99
2180,99
2181,99
2182,99
2183,99
2184,99
2185,99
2186,99
2187,99
2188,99
2189,99
2190,99
2191,99
2192,99
2193,99
2194,99
2195,99
2196,99
2197,99
2198,99
2199,99
2200,99
2201,99
2202,99
2203,99
2204,99
2205,99
2206,99
2207,99
2208,99
2209,99
2210,99
2211,99
2212,99
2213,99
2214,99
2215,99
2216,99
2217,99
2218,99
2219,99
2220,99
2221,99
2222,99
2223,99
2224,99
2225,99
2226,99
2227,99
2228,99
2229,99
2230,99
2231,99
2232,99
2233,99
2234,99
2235,99
2236,99
2237,99
2238,99
2239,99
2240,99
2241,99
2242,99
2243,99
2244,99
2245,99
2246,99
2247,99
2248,99
2249,99
2250,99
2251,99
2252,99
2253,99
2254,99
2255,99
2256,99
2257,99
2258,99
2259,99
2260,99
2261,99
2262,99
2263,100
2264,99
2265,99
2266,99
2267,99
2268,99
2269,99
2270,99
2271,100
2272,100
2273,99
2274,100
2275,99
2276,99
2277,99
2278,99
2279,99
2280,99
2281,99
2282,99
2283,99
2284,100
2285,100
2286,99
2287,99
2288,99
2289,99
2290,99
2291,99
2292,100
2293,100
2294,99
2295,99
2296,99
2297,99
2298,99
2299,99
2300,99
2301,99
2302,99
2303,99
2304,99
2305,99
2306,99
2307,99
2308,99
2309,99
2310,99
2311,99
2312,99
2313,99
2314,99
2315,99
2316,99
2317,99
2318,99
2319,100
2320,99
2321,99
2322,99
2323,99
2324,99
2325,99
2326,99
2327,99
2328,99
2329,100
2330,99
2331,99
2332,99
2333,99
2334,99
2335,99
2336,99
2337,99
2338,99
2339,99
2340,100
2341,100
2342,100
2343,99
2344,100
2345,100
2346,99
2347,100
2348,99
2349,99
2350,99
2351,98
2352,100
2353,99
2354,100
2355,99
2356,100
2357,99
2358,99
2359,99
2360,99
2361,99
2362,99
2363,99
2364,100
2365,100
2366,99
2367,99
2368,99
2369,99
2370,99
2371,99
2372,99
2373,99
2374,100
2375,99
2376,99
2377,99
2378,99
2379,99
2380,99
2381,99
2382,99
2383,100
2384,99
2385,99
2386,99
2387,99
2388,99
2389,99
2390,99
2391,100
2392,99
2393,99
2394,99
2395,99
2396,99
2397,99
2398,99
2399,99
2400,99
2401,100
2402,99
2403,100
2404,99
2405,99
2406,99
2407,99
2408,99
2409,99
2410,99
2411,100
2412,99
2413,100
2414,99
2415,100
2416,99
2417,100
2418,99
2419,99
2420,99
2421,99
2422,99
2423,99
2424,99
2425,99
2426,99
2427,99
2428,99
2429,99
2430,100
2431,99
2432,99
2433,99
2434,99
2435,99
2436,99
2437,99
2438,99
2439,99
2440,99
2441,99
2442,99
2443,99
2444,99
2445,99
2446,99
2447,99
2448,99
2449,99
2450,99
2451,99
2452,99
2453,99
2454,99
2455,99
2456,99
2457,99
2458,99
2459,99
2460,99
2461,99
2462,99
2463,99
2464,99
2465,99
2466,99
2467,99
2468,99
2469,99
2470,99
2471,99
2472,100
2473,99
2474,99
2475,99
2476,99
2477,99
2478,99
2479,99
2480,100
2481,99
2482,99
2483,99
2484,99
2485,99
2486,99
2487,99
2488,99
2489,100
2490,99
2491,99
2492,99
2493,99
2494,99
2495,100
2496,99
2497,99
2498,99
2499,100
2500,99
2501,99
2502,100
2503,99
2504,99
2505,99
2506,99
2507,99
2508,99
2509,99
2510,99
2511,99
2512,99
2513,99
2514,99
2515,99
2516,99
2517,99
2518,99
2519,99
2520,99
2521,99
2522,99
2523,99
2524,99
2525,99
2526,99
2527,99
2528,99
2529,99
2530,99
2531,99
2532,99
2533,99
2534,99
2535,99
2536,100
2537,99
2538,99
2539,99
2540,99
2541,99
2542,99
2543,99
2544,99
2545,100
2546,99
2547,99
2548,99
2549,99
2550,99
2551,99
2552,100
2553,100
2554,100
2555,99
2556,99
2557,99
2558,100
2559,99
2560,99
2561,100
2562,99
2563,99
2564,99
2565,99
2566,99
2567,99
2568,99
2569,99
2570,99
2571,100
2572,99
2573,99
2574,100
2575,99
2576,99
2577,99
2578,99
2579,99
2580,99
2581,99
2582,99
2583,99
2584,99
2585,99
2586,99
2587,99
2588,100
2589,99
2590,99
2591,99
2592,99
2593,99
2594,99
2595,99
2596,99
2597,100
2598,99
2599,99
2600,99
2601,99
2602,99
2603,99
2604,99
2605,99
2606,99
2607,100
2608,99
2609,100
2610,99
2611,100
2612,99
2613,99
2614,99
2615,99
2616,99
2617,100
2618,99
2619,99
2620,99
2621,99
2622,99
2623,99
2624,99
2625,99
2626,99
2627,100
2628,99
2629,99
2630,100
2631,99
2632,99
2633,99
2634,99
2635,99
2636,99
2637,99
2638,99
2639,99
2640,99
2641,99
2642,99
2643,99
2644,99
2645,99
2646,99
2647,99
2648,99
2649,99
2650,99
2651,100
2652,99
2653,100
2654,99
2655,99
2656,99
2657,99
2658,99
2659,99
2660,99
2661,99
2662,99
2663,99
2664,100
2665,99
2666,100
2667,99
2668,99
2669,99
2670,99
2671,99
2672,99
2673,99
2674,99
2675,99
2676,99
2677,99
2678,99
2679,99
2680,99
2681,99
2682,99
2683,100
2684,99
2685,99
2686,99
2687,99
2688,99
2689,99
2690,99
2691,99
2692,99
2693,99
2694,99
2695,99
2696,99
2697,99
2698,99
2699,99
2700,99
2701,99
2702,99
2703,99
2704,99
2705,99
2706,99
2707,99
2708,99
2709,99
2710,99
2711,99
2712,99
2713,99
2714,99
2715,100
2716,99
2717,99
2718,99
2719,99
2720,99
2721,99
2722,99
2723,99
2724,100
2725,99
2726,100
2727,99
2728,99
2729,99
2730,99
2731,99
2732,99
2733,100
2734,99
2735,99
2736,99
2737,99
2738,99
2739,99
2740,99
2741,99
2742,99
2743,100
2744,99
2745,100
2746,99
2747,100
2748,99
2749,99
2750,99
2751,99
2752,99
2753,100
2754,99
2755,99
2756,99
2757,99
2758,99
2759,99
2760,99
2761,99
2762,99
2763,100
2764,99
2765,99
2766,100
2767,99
2768,99
2769,99
2770,99
2771,99
2772,100
2773,99
2774,99
2775,99
2776,99
2777,99
2778,99
2779,99
2780,99
2781,100
2782,99
2783,99
2784,99
2785,99
2786,99
2787,99
2788,99
2789,99
2790,100
2791,99
2792,100
2793,100
2794,99
2795,99
2796,99
2797,99
2798,99
2799,99
2800,99
2801,99
2802,99
2803,99
2804,99
2805,99
2806,99
2807,99
2808,99
2809,99
2810,99
2811,99
2812,99
2813,99
2814,99
2815,99
2816,100
2817,99
2818,99
2819,99
2820,99
2821,99
2822,99
2823,99
2824,99
2825,100
2826,99
2827,99
2828,99
2829,99
2830,99
2831,99
2832,99
2833,99
2834,99
2835,100
2836,99
2837,99
2838,100
2839,99
2840,99
2841,99
2842,99
2843,99
2844,99
2845,99
2846,99
2847,99
2848,99
2849,99
2850,99
2851,99
2852,100
2853,99
2854,99
2855,99
2856,99
2857,100
2858,99
2859,99
2860,99
2861,100
2862,99
2863,99
2864,99
2865,99
2866,99
2867,99
2868,99
2869,99
2870,99
2871,100
2872,99
2873,99
2874,100
2875,99
2876,99
2877,99
2878,99
2879,99
2880,99
2881,99
2882,99
2883,99
2884,99
2885,99
2886,99
2887,99
2888,99
2889,99
2890,99
2891,99
2892,99
2893,99
2894,99
2895,99
2896,99
2897,99
2898,99
2899,99
2900,99
2901,99
2902,99
2903,99
2904,99
2905,99
2906,99
2907,99
2908,99
2909,99
2910,99
2911,99
2912,99
2913,99
2914,99
2915,99
2916,99
2917,99
2918,99
2919,99
2920,99
2921,99
2922,99
2923,99
2924,99
2925,99
2926,99
2927,99
2928,99
2929,99
2930,99
2931,99
2932,99
2933,99
2934,99
2935,99
2936,99
2937,99
2938,99
2939,99
2940,100
2941,99
2942,99
2943,99
2944,100
2945,100
2946,99
2947,99
2948,99
2949,100
2950,99
2951,99
2952,99
2953,99
2954,99
2955,99
2956,99
2957,99
2958,99
2959,100
2960,99
2961,99
2962,100
2963,99
2964,99
2965,99
2966,99
2967,99
2968,100
2969,99
2970,99
2971,99
2972,99
2973,99
2974,99
2975,99
2976,99
2977,99
2978,99
2979,99
2980,100
2981,99
2982,100
2983,99
2984,99
2985,99
2986,99
2987,99
2988,99
2989,100
2990,99
